Gasday;SLPsyn H-Gas;SLPana H-Gas;SLPsyn L-Gas;SLPana L-Gas;RLMmT H-Gas;RLMmT L-Gas;RLMoT H-Gas;RLMoT L-Gas;State
11/07/2023;112,262,304;28,157,280;18,891,312;6,462,360;965,233,896;101,592,480;26,966,164;7,192,093;final
10/07/2023;114,525,288;29,568,360;19,250,112;7,014,672;1,027,867,824;101,779,296;32,368,564;10,682,679;final
09/07/2023;111,432,360;29,770,776;18,696,936;6,721,656;756,322,656;82,097,856;24,292,813;5,968,859;final
08/07/2023;122,926,584;32,288,712;20,218,872;6,692,520;714,548,592;83,006,376;24,697,898;5,419,454;final
07/07/2023;147,599,328;34,237,488;24,476,448;7,536,960;874,918,920;105,305,280;26,220,202;7,326,862;final
06/07/2023;173,810,904;35,006,376;29,714,520;8,697,720;1,001,718,528;110,979,336;30,131,821;9,107,857;final
05/07/2023;176,260,416;35,188,776;30,388,368;8,886,288;888,682,512;112,234,248;27,040,571;4,930,440;final
04/07/2023;172,182,144;34,869,960;29,567,808;8,472,768;934,584,552;112,420,152;25,422,971;6,161,152;final
03/07/2023;177,710,400;33,509,160;29,550,816;8,506,008;868,162,608;109,888,560;25,928,176;6,243,422;final
02/07/2023;166,340,976;32,343,624;28,302,456;8,056,440;692,423,448;88,657,056;22,833,775;3,369,170;final
01/07/2023;161,510,160;33,018,096;26,755,416;8,321,928;665,489,880;88,525,632;21,494,921;3,223,623;final
30/06/2023;155,482,368;32,661,744;25,732,320;7,600,224;904,295,208;106,140,960;26,169,717;7,207,627;final
29/06/2023;146,161,056;31,406,400;25,193,808;6,956,040;1,051,567,296;113,244,720;26,813,545;9,539,874;final
28/06/2023;159,711,288;31,494,288;27,215,376;7,847,640;1,079,364,048;112,945,440;28,850,979;9,175,854;final
27/06/2023;151,673,256;32,193,696;25,984,536;8,212,944;962,056,944;112,193,832;25,953,183;6,129,235;final
26/06/2023;132,279,672;29,873,640;22,703,304;7,379,784;887,465,952;108,296,160;23,745,240;5,690,993;final
25/06/2023;131,174,784;30,763,920;21,363,000;6,744,168;733,486,968;86,619,360;23,761,872;5,884,449;final
24/06/2023;136,203,264;31,434,192;23,537,352;7,479,912;738,878,616;86,448,312;24,902,809;6,243,303;final
23/06/2023;138,174,936;32,055,672;23,962,656;7,647,216;897,024,288;105,161,520;25,561,374;6,159,210;final
22/06/2023;124,392,384;30,219,264;22,927,320;7,973,064;1,028,828,280;110,764,344;25,156,449;8,987,425;final
21/06/2023;119,537,400;29,690,280;20,776,464;7,177,248;1,049,251,056;108,053,040;23,628,965;9,317,166;final
20/06/2023;120,931,488;30,799,896;20,907,912;7,453,104;1,083,617,712;108,444,024;19,846,576;8,934,264;final
19/06/2023;128,083,848;31,243,752;21,699,192;7,055,280;1,030,237,320;106,427,808;23,453,461;8,805,194;final
18/06/2023;134,138,736;32,617,032;22,294,848;6,919,224;744,441,624;87,888,168;26,304,694;5,395,604;final
17/06/2023;153,078,744;34,291,680;24,710,544;7,565,304;753,404,688;87,050,352;28,927,695;6,830,408;final
16/06/2023;167,102,880;35,513,088;26,095,584;7,813,896;956,550,216;108,155,232;30,742,221;8,235,036;final
15/06/2023;164,887,464;34,407,792;25,357,752;8,185,176;1,052,577,312;113,089,896;29,474,362;6,761,390;final
14/06/2023;162,275,568;33,798,480;24,628,008;8,233,968;1,026,439,728;111,271,704;27,986,700;5,518,107;final
13/06/2023;150,114,216;32,939,904;22,822,728;8,556,000;929,179,560;113,104,824;27,843,636;875,013;final
12/06/2023;138,605,016;31,556,040;22,154,424;8,154,744;942,250,080;109,480,224;27,828,809;1,190,101;final
11/06/2023;133,895,784;31,539,192;21,899,472;7,620,792;740,617,680;89,210,112;25,781,247;556,140;final
10/06/2023;138,062,664;33,568,896;23,425,032;7,929,720;729,852,192;87,388,176;27,386,398;668,566;final
09/06/2023;150,260,712;34,125,744;25,885,656;8,239,416;816,106,344;101,814,696;28,984,617;722,543;final
08/06/2023;167,306,664;36,297,696;30,082,800;9,250,968;851,434,224;103,389,960;28,759,390;895,540;final
07/06/2023;187,393,512;38,157,192;33,629,016;10,617,696;1,000,946,208;116,007,096;29,515,080;4,422,178;final
06/06/2023;197,575,512;39,590,040;34,791,096;10,870,536;1,035,672,048;121,766,448;29,568,753;5,428,595;final
05/06/2023;205,329,552;40,732,944;37,195,608;11,648,592;1,007,319,840;117,268,560;29,522,090;2,455,864;final
04/06/2023;221,105,136;43,981,488;40,513,224;12,347,016;756,848,592;95,601,600;28,780,622;664,727;final
03/06/2023;221,024,256;44,790,624;41,163,288;12,612,960;736,750,536;97,698,456;30,499,956;720,809;final
02/06/2023;230,344,104;45,248,328;44,076,744;11,940,648;908,045,952;122,122,728;33,698,864;3,809,134;final
01/06/2023;224,936,568;45,664,512;45,424,920;13,786,608;981,634,296;129,224,496;35,193,530;5,182,649;final
31/05/2023;220,730,304;44,146,368;42,794,592;12,792,072;937,684,824;123,204,888;37,032,990;6,738,449;final
30/05/2023;257,134,776;48,816,144;52,274,472;13,458,528;985,493,712;122,695,080;33,915,515;5,987,596;final
29/05/2023;250,422,312;51,114,672;51,134,544;15,043,896;706,574,568;87,196,080;32,994,093;3,830,736;final
28/05/2023;255,408,480;53,339,040;49,125,120;16,621,800;630,145,560;78,293,376;31,625,320;3,449,139;final
27/05/2023;299,932,416;60,236,568;57,533,952;18,055,968;729,905,688;91,504,944;35,823,469;5,372,239;final
26/05/2023;336,137,712;66,936,408;66,222,288;19,718,352;908,755,440;117,840,840;37,641,295;4,750,340;final
25/05/2023;337,180,704;60,509,904;64,035,360;16,832,232;1,000,201,392;125,758,872;36,750,527;5,268,615;final
24/05/2023;334,454,424;50,777,328;62,398,488;13,752,024;1,097,626,872;129,340,272;38,997,675;9,519,147;final
23/05/2023;240,119,064;50,757,600;46,421,208;14,326,296;975,496,008;125,230,848;32,227,526;5,101,451;final
22/05/2023;189,532,872;53,537,160;33,702,888;14,690,328;945,079,272;116,032,608;33,274,563;6,972,506;final
21/05/2023;226,610,160;60,012,504;40,938,648;15,928,536;729,887,352;96,155,520;30,555,677;4,472,213;final
20/05/2023;339,060,456;71,065,464;59,385,048;20,670,048;736,696,992;97,102,392;34,175,997;3,944,392;final
19/05/2023;456,912,552;85,080,936;76,257,744;21,937,728;850,161,480;103,683,672;36,554,211;3,964,921;final
18/05/2023;522,951,504;88,361,808;90,036,336;22,739,544;856,761,432;102,974,232;42,427,119;4,236,635;final
17/05/2023;528,964,440;78,127,872;87,945,936;19,031,088;1,048,478,832;128,392,224;45,934,421;2,761,347;final
16/05/2023;445,146,264;66,772,248;73,745,880;17,260,680;1,068,883,824;128,593,632;44,309,756;872,488;final
15/05/2023;353,542,968;64,462,296;54,744,864;16,339,608;996,490,920;120,912,744;42,618,466;4,038,918;final
14/05/2023;342,038,088;64,036,752;49,658,088;17,248,368;823,049,304;98,810,736;39,147,880;4,015,003;final
13/05/2023;348,406,848;68,675,976;50,769,432;17,977,752;775,094,328;98,177,520;37,608,216;3,776,842;final
12/05/2023;371,026,704;66,622,200;55,841,496;17,487,024;963,686,256;118,022,184;41,585,871;836,804;final
11/05/2023;395,175,960;68,664,408;64,666,440;16,967,832;1,081,338,384;128,824,920;42,857,211;4,500,839;final
10/05/2023;371,010,816;76,210,176;61,561,968;17,928,432;1,063,152,384;127,601,088;39,299,693;5,229,222;final
09/05/2023;328,061,328;75,609,216;54,825,936;17,847,192;984,873,456;123,069,288;40,910,894;834,908;final
08/05/2023;341,368,440;82,951,152;55,689,840;18,692,952;998,533,800;123,467,880;45,754,665;871,746;final
07/05/2023;338,089,512;82,878,984;59,049,936;20,105,472;818,196,336;102,094,104;41,267,439;707,608;final
06/05/2023;358,277,640;89,794,704;61,387,920;21,440,328;823,118,664;101,417,688;50,373,310;751,858;final
05/05/2023;398,027,136;100,353,168;70,994,496;28,810,536;997,967,880;123,225,312;44,095,453;1,260,584;final
04/05/2023;481,079,496;110,157,072;87,119,664;32,732,448;1,042,008,672;128,948,016;55,223,299;1,845,356;final
03/05/2023;589,724,088;108,269,376;111,680,784;30,289,008;1,116,230,592;141,398,112;61,750,578;4,968,344;final
02/05/2023;577,125,648;104,185,176;111,808,488;32,285,880;1,097,975,688;140,180,952;60,492,110;7,376,745;final
01/05/2023;508,707,840;106,320,696;88,868,304;36,806,112;827,911,992;96,095,736;52,453,644;5,373,971;final
30/04/2023;522,056,904;114,412,392;99,940,056;35,842,416;814,270,608;99,494,184;56,950,767;5,715,207;final
29/04/2023;535,420,704;119,631,168;105,690,504;40,017,432;891,640,488;113,284,920;60,544,163;6,493,123;final
28/04/2023;655,423,992;134,207,592;123,481,584;46,660,200;1,099,239,336;135,713,712;68,241,044;6,148,997;final
27/04/2023;791,823,360;145,571,136;145,693,200;47,998,920;1,187,367,912;151,245,744;67,442,859;2,025,523;final
26/04/2023;823,338,696;134,905,320;152,051,352;46,791,720;1,255,137,960;164,133,504;63,267,581;2,128,464;final
25/04/2023;712,409,760;110,045,880;131,063,832;34,911,048;1,240,884,984;159,191,328;61,692,709;2,012,505;final
24/04/2023;536,830,464;100,272,168;100,004,376;31,488,144;1,124,152,824;149,595,960;50,003,846;1,937,952;final
23/04/2023;433,824,240;104,782,248;77,725,632;35,152,536;870,965,496;111,628,968;48,732,402;855,344;final
22/04/2023;471,741,192;125,262,792;79,734,120;42,197,088;841,407,456;108,273,384;53,778,236;824,080;final
21/04/2023;620,365,224;129,609,048;104,071,800;38,350,728;1,050,745,272;137,128,704;56,430,001;1,020,825;final
20/04/2023;796,121,208;152,388,936;135,234,912;43,869,720;1,218,678,360;160,247,928;73,417,065;1,222,498;final
19/04/2023;738,864,024;156,134,640;127,269,768;44,013,912;1,181,949,024;155,352,720;76,318,899;1,262,944;final
18/04/2023;722,306,184;152,252,904;126,010,656;47,373,192;1,192,501,344;156,027,864;77,833,523;1,471,535;final
17/04/2023;761,243,832;154,860,192;129,350,376;48,930,672;1,225,562,424;153,867,528;80,155,694;4,783,432;final
16/04/2023;768,637,320;150,794,832;134,500,584;44,351,688;1,039,929,912;128,770,368;76,529,084;2,183,579;final
15/04/2023;795,482,280;150,769,872;141,086,448;49,825,368;995,701,512;127,973,496;76,196,616;1,764,854;final
14/04/2023;820,732,512;154,242,624;138,522,576;49,307,832;1,181,278,680;153,293,472;80,222,498;4,512,597;final
13/04/2023;804,485,640;150,725,784;139,723,344;45,730,392;1,206,436,872;160,153,104;73,750,865;1,661,599;final
12/04/2023;743,389,560;142,331,424;137,490,864;44,106,456;1,164,619,872;159,413,544;71,278,815;1,105,257;final
11/04/2023;705,444,528;152,777,184;126,227,040;46,862,928;1,136,192,160;150,353,016;73,547,109;1,008,376;final
10/04/2023;686,341,776;159,916,464;114,446,544;50,808,120;867,955,560;112,179,120;55,162,278;2,890,181;final
09/04/2023;803,094,096;163,579,032;129,759,480;53,123,616;895,711,368;107,899,920;66,278,695;2,235,595;final
08/04/2023;891,725,472;166,530,384;149,345,640;55,116,984;1,009,948,152;117,854,304;74,997,303;1,090,354;final
07/04/2023;979,021,608;182,548,800;164,720,760;58,036,944;1,005,614,160;121,163,160;84,719,226;4,365,744;final
06/04/2023;1,104,338,424;204,705,552;189,002,496;62,889,096;1,191,565,536;148,906,920;76,948,197;5,609,196;final
05/04/2023;1,222,203,144;218,484,480;214,454,592;65,230,272;1,370,815,752;166,590,432;83,123,833;8,041,307;final
04/04/2023;1,216,372,008;207,949,512;214,076,376;65,621,808;1,410,062,184;175,733,640;84,856,607;7,814,813;final
03/04/2023;1,081,570,008;189,626,376;196,989,480;55,177,968;1,385,530,992;174,564,216;85,765,276;6,721,576;final
02/04/2023;891,543,936;166,112,016;167,477,496;51,339,744;1,071,237,240;147,921,888;75,405,770;4,976,640;final
01/04/2023;744,204,192;148,826,496;142,165,080;47,567,136;919,642,128;136,680,312;62,152,321;3,973,485;final
31/03/2023;668,502,840;156,483,624;128,146,512;52,921,008;1,080,147,456;151,608,096;70,958,709;3,236,798;final
30/03/2023;712,219,584;172,111,680;134,233,344;62,344,776;1,098,081,240;152,552,112;66,296,500;1,026,527;final
29/03/2023;933,632,304;198,643,128;170,979,192;66,950,880;1,232,370,288;162,061,920;75,514,220;1,012,148;final
28/03/2023;1,141,278,672;193,887,792;211,903,656;62,272,944;1,320,264,984;179,220,744;84,882,790;1,133,939;final
27/03/2023;1,066,040,952;170,381,904;203,221,392;54,796,488;1,262,916,192;180,255,960;85,478,643;1,119,444;final
26/03/2023;804,832,560;141,595,032;161,517,768;46,498,104;969,147,960;139,282,608;65,369,146;880,762;final
25/03/2023;640,549,632;128,752,252;127,828,848;45,376,907;846,361,107;120,556,547;52,596,850;860,253;final
24/03/2023;568,531,584;126,676,584;115,049,880;46,632,480;1,040,638,416;143,974,080;57,153,380;949,004;final
23/03/2023;590,489,112;137,653,080;117,666,192;50,607,480;1,057,623,048;151,943,448;59,154,462;1,154,037;final
22/03/2023;662,598,672;143,262,168;130,140,936;52,115,280;1,066,702,944;151,773,984;54,991,772;880,719;final
21/03/2023;726,938,208;142,904,400;137,958,816;46,948,128;1,189,373,712;157,608,048;68,092,492;1,066,613;final
20/03/2023;735,568,536;144,169,056;137,622,504;46,315,320;1,248,508,344;158,897,544;71,149,601;3,337,729;final
19/03/2023;693,050,880;151,277,832;126,867,000;51,883,728;973,289,112;124,116,408;65,713,104;1,161,085;final
18/03/2023;723,077,664;182,544,096;130,177,296;63,668,640;926,189,304;117,848,640;63,025,007;950,118;final
17/03/2023;893,432,592;208,669,896;162,019,320;72,476,376;1,132,350,720;147,027,384;75,552,011;1,401,255;final
16/03/2023;1,090,303,656;211,178,664;201,728,304;70,836,288;1,301,030,760;173,465,400;76,304,064;1,425,470;final
15/03/2023;1,109,889,096;195,882,960;207,602,832;61,957,176;1,469,366,976;184,398,168;95,204,881;1,600,720;final
14/03/2023;928,891,200;210,085,536;186,040,056;73,789,368;1,280,311,248;179,907,048;82,662,484;1,154,954;final
13/03/2023;878,191,632;219,778,848;175,523,016;75,364,920;1,130,708,760;159,170,160;64,344,545;1,082,516;final
12/03/2023;1,205,770,560;243,160,896;239,171,304;79,671,744;1,154,010,864;151,517,088;79,268,505;1,848,442;final
11/03/2023;1,242,448,104;244,221,360;253,903,392;80,824,896;1,259,712,144;159,491,952;97,650,313;2,031,312;final
10/03/2023;1,098,696,096;248,351,352;248,922,312;86,651,928;1,341,012,264;183,502,680;96,481,434;5,080,255;final
09/03/2023;1,178,192,880;252,384,912;256,304,160;89,767,848;1,457,118,816;189,362,640;100,910,710;9,178,703;final
08/03/2023;1,324,514,880;255,189,504;262,464,216;86,663,976;1,602,089,112;199,999,728;99,699,578;10,224,209;final
07/03/2023;1,343,858,784;249,384,216;254,660,880;83,002,224;1,483,187,592;198,143,112;100,416,258;5,712,432;final
06/03/2023;1,370,046,768;249,995,424;251,844,672;83,126,664;1,558,718,640;189,462,288;102,526,985;8,976,590;final
05/03/2023;1,329,259,128;254,979,408;245,929,944;86,232,024;1,329,305,256;154,719,360;98,030,292;4,262,766;final
04/03/2023;1,277,228,568;243,135,240;239,960,424;81,601,248;1,279,442,016;150,672,528;92,437,863;1,435,537;final
03/03/2023;1,340,735,184;253,363,152;252,983,400;87,886,992;1,519,106,400;181,393,560;98,871,214;8,611,930;final
02/03/2023;1,399,889,448;258,739,944;267,530,472;90,352,656;1,573,689,432;190,499,256;98,127,783;12,215,876;final
01/03/2023;1,487,761,344;270,304,800;276,280,128;91,026,072;1,591,829,520;195,323,880;89,249,295;8,484,494;final
28/02/2023;1,545,423,072;273,102,864;286,333,920;89,733,648;1,627,247,208;198,988,752;107,430,619;10,263,894;final
27/02/2023;1,531,218,720;260,105,280;284,521,416;84,750,576;1,649,610,936;196,814,136;106,950,939;10,790,051;final
26/02/2023;1,391,963,664;240,494,088;265,036,680;82,099,896;1,295,952,336;162,116,592;100,950,103;4,146,765;final
25/02/2023;1,206,553,608;214,329,432;239,879,856;68,313,960;1,197,077,712;152,636,400;96,832,223;1,671,565;final
24/02/2023;1,042,509,576;196,600,944;216,142,632;61,447,488;1,293,296,904;175,813,848;94,446,004;1,767,270;final
23/02/2023;911,285,496;183,587,280;185,172,408;64,950,744;1,379,922,816;170,822,160;90,100,706;7,898,224;final
22/02/2023;883,544,160;191,916,408;166,216,416;64,797,912;1,357,829,112;164,865,912;88,134,689;3,832,459;final
21/02/2023;890,096,784;191,453,712;170,467,560;61,147,488;1,353,059,376;171,185,616;75,649,051;1,139,219;final
20/02/2023;879,070,632;188,542,512;173,992,392;58,924,008;1,184,487,936;166,535,304;73,018,755;1,163,536;final
19/02/2023;884,382,192;190,584,456;175,507,632;58,037,664;1,060,465,248;140,676,048;81,379,685;929,843;final
18/02/2023;854,049,840;205,943,088;165,558,960;65,838,600;987,125,568;133,954,968;78,712,084;896,736;final
17/02/2023;958,029,456;217,878,360;170,234,064;66,532,224;1,095,513,528;152,958,144;71,791,608;978,018;final
16/02/2023;1,147,460,496;229,783,296;201,391,944;66,908,784;1,305,844,632;172,607,040;88,229,311;1,303,467;final
15/02/2023;1,204,118,160;228,348,168;207,681,936;64,803,768;1,491,432,528;176,699,400;103,106,178;2,714,713;final
14/02/2023;1,228,606,152;228,112,704;219,420,600;68,325,504;1,577,592,888;177,256,128;99,706,717;9,616,599;final
13/02/2023;1,193,677,992;239,545,392;213,692,304;76,052,352;1,557,059,712;173,735,880;99,321,072;10,399,372;final
12/02/2023;1,203,901,896;251,402,856;214,725,912;82,427,016;1,242,846,168;144,932,784;92,836,875;1,772,065;final
11/02/2023;1,334,164,368;277,256,784;234,109,056;90,870,816;1,196,378,184;146,524,200;101,665,265;1,264,170;final
10/02/2023;1,554,378,840;296,295,912;278,980,368;94,621,584;1,478,795,760;178,622,784;106,628,437;6,666,343;final
09/02/2023;1,659,492,432;302,210,904;307,159,896;95,598,576;1,664,718,648;197,401,200;122,262,820;9,855,051;final
08/02/2023;1,647,112,608;303,176,976;303,936,432;90,944,256;1,667,541,960;203,473,848;119,975,898;10,730,188;final
07/02/2023;1,595,595,024;293,557,464;290,836,056;86,640,024;1,778,665,728;206,531,640;119,711,468;12,603,683;final
06/02/2023;1,455,022,104;265,592,208;265,958,304;78,242,208;1,739,065,944;197,199,000;120,052,404;10,940,494;final
05/02/2023;1,295,577,648;256,385,544;234,422,472;75,321,696;1,287,977,136;155,341,008;111,710,186;1,770,321;final
04/02/2023;1,115,644,296;245,435,064;209,885,592;76,891,224;1,272,000,480;148,065,048;107,300,732;5,164,108;final
03/02/2023;1,086,395,856;248,391,336;206,734,536;81,646,848;1,329,529,344;168,152,952;98,681,043;1,031,050;final
02/02/2023;1,207,723,824;261,019,344;228,071,088;85,649,808;1,463,558,280;181,070,832;105,078,645;7,435,050;final
01/02/2023;1,286,582,880;265,585,848;240,809,784;89,810,304;1,435,625,256;186,345,960;100,793,744;4,814,758;final
31/01/2023;1,370,550,480;274,486,464;249,407,400;98,149,824;1,521,336,144;189,439,416;96,310,443;4,449,263;final
30/01/2023;1,445,072,904;279,613,728;257,721,840;93,621,024;1,526,339,664;187,995,888;95,203,727;6,373,732;final
29/01/2023;1,550,845,512;284,723,808;283,730,856;96,058,896;1,385,790,072;167,296,128;106,715,708;3,998,404;final
28/01/2023;1,561,377,600;297,841,752;298,757,496;102,591,144;1,473,811,896;169,070,472;113,513,172;7,105,007;final
27/01/2023;1,537,752,480;295,171,752;289,681,296;101,643,264;1,694,354,136;187,855,392;113,798,349;10,686,433;final
26/01/2023;1,532,501,352;285,492,840;289,245,120;98,998,584;1,777,601,808;203,542,776;115,987,210;11,223,148;final
25/01/2023;1,529,742,552;286,234,920;304,080,360;100,020,696;1,822,378,368;210,070,176;109,539,857;13,021,269;final
24/01/2023;1,527,265,176;288,672,984;299,288,400;100,014,336;1,759,041,624;204,269,880;104,806,315;12,132,217;final
23/01/2023;1,565,951,880;292,781,520;298,892,160;104,472,312;1,761,897,024;201,020,808;101,600,227;11,064,614;final
22/01/2023;1,586,074,056;289,514,808;304,877,616;102,292,440;1,428,818,592;172,229,832;100,995,103;7,032,048;final
21/01/2023;1,605,606,312;292,242,552;304,352,232;101,980,176;1,374,040,464;172,596,312;101,883,723;5,539,287;final
20/01/2023;1,611,402,432;286,202,976;303,760,464;98,627,568;1,643,921,928;194,937,360;107,806,041;7,332,066;final
19/01/2023;1,566,460,368;272,100,120;293,841,120;91,407,264;1,672,023,672;199,250,856;103,741,768;7,932,310;final
18/01/2023;1,519,692,264;259,324,152;296,186,520;86,000,928;1,620,478,752;200,703,240;97,911,019;7,591,154;final
17/01/2023;1,360,752,648;238,839,096;267,169,872;75,752,712;1,541,118,504;197,332,104;86,730,342;5,585,208;final
16/01/2023;1,187,047,488;212,777,952;232,763,304;68,899,392;1,356,593,112;184,206,936;83,560,811;4,199,342;final
15/01/2023;1,004,702,328;199,252,656;201,185,928;67,263,120;1,054,344,216;147,052,296;69,415,087;1,251,787;final
14/01/2023;918,132,192;193,999,992;182,584,608;63,719,112;998,509,032;138,414,120;65,177,183;937,047;final
13/01/2023;933,798,576;197,746,920;183,236,640;63,801,312;1,156,970,280;163,426,464;70,056,672;982,219;final
12/01/2023;939,457,728;207,390,480;178,696,872;66,430,440;1,147,371,888;164,611,176;65,909,239;927,435;final
11/01/2023;1,011,726,192;200,678,280;191,727,096;65,592,504;1,184,522,136;166,981,656;74,682,921;896,023;final
10/01/2023;1,075,666,272;195,309,336;202,964,520;57,657,336;1,219,626,744;174,474,936;78,141,568;1,035,624;final
09/01/2023;1,017,040,224;187,655,664;190,764,912;56,027,712;1,204,792,656;173,047,272;80,620,393;1,050,299;final
08/01/2023;907,274,736;181,903,920;165,802,584;54,127,656;933,861,456;135,335,448;69,399,431;854,887;final
07/01/2023;869,118,504;181,105,728;159,359,736;55,362,336;883,107,888;129,051,504;64,292,043;832,058;final
06/01/2023;845,274,528;185,367,672;163,117,752;56,931,912;983,924,928;151,345,416;72,450,955;961,241;final
05/01/2023;850,162,128;193,082,376;164,788,320;58,648,440;1,063,708,800;156,318,792;74,578,864;995,164;final
04/01/2023;865,515,576;171,914,184;162,324,456;52,888,104;1,012,913,568;157,451,616;61,391,298;926,605;final
03/01/2023;842,322,672;164,631,936;168,570,528;47,497,752;1,071,113,952;160,357,920;73,572,857;1,009,957;final
02/01/2023;675,053,088;147,381,336;138,026,136;46,378,728;942,691,872;145,402,056;57,756,873;953,548;final
01/01/2023;603,228,504;157,607,952;120,711,000;59,253,216;700,305,168;99,849,048;48,412,884;722,627;final
31/12/2022;641,037,216;157,013,256;127,898,976;59,041,152;665,039,136;93,952,656;48,961,288;567,973;final
30/12/2022;919,810,440;197,650,560;178,838,568;64,325,352;810,937,392;120,687,288;60,445,456;695,633;final
29/12/2022;955,144,704;198,978,240;182,392,656;70,671,744;837,771,744;122,398,680;60,981,512;691,815;final
28/12/2022;1,056,983,904;204,447,528;199,051,344;63,511,584;905,948,232;122,569,272;68,660,003;679,877;final
27/12/2022;1,108,437,576;190,314,504;217,066,584;59,388,144;952,992,840;130,425,432;71,293,986;702,217;final
26/12/2022;881,595,696;191,429,880;184,515,168;60,298,296;801,712,008;111,228,768;64,585,271;633,918;final
25/12/2022;877,553,616;190,078,704;177,521,496;61,014,648;765,874,728;101,265,672;67,830,090;600,717;final
24/12/2022;872,804,688;197,673,288;175,419,120;64,509,936;797,798,520;104,168,256;77,411,962;681,327;final
23/12/2022;909,479,568;212,439,384;184,092,504;67,576,704;941,372,688;125,849,352;81,815,946;3,263,384;final
22/12/2022;986,393,760;228,198,480;184,345,632;74,169,480;1,045,818,960;144,916,056;85,451,925;3,340,230;final
21/12/2022;1,158,285,816;271,332,192;203,825,568;94,257,384;1,157,113,608;154,617,576;86,753,420;3,643,405;final
20/12/2022;1,339,818,552;309,019,632;223,205,568;117,241,512;1,284,749,904;159,719,496;95,136,697;4,796,555;final
19/12/2022;1,626,178,392;336,288,384;281,282,304;122,305,344;1,418,148,360;180,322,632;105,673,579;4,278,929;final
18/12/2022;1,858,313,616;353,573,856;341,619,096;124,251,840;1,373,136,816;185,142,984;118,455,334;7,359,975;final
17/12/2022;1,866,105,960;358,602,480;349,389,168;125,499,936;1,494,880,464;188,375,232;120,189,651;10,087,154;final
16/12/2022;1,862,635,920;355,553,664;345,466,176;119,617,896;1,759,188,720;210,316,224;124,956,933;11,716,091;final
15/12/2022;1,833,500,328;345,971,424;345,954,432;114,594,192;1,806,852,696;220,162,776;128,050,410;12,787,781;final
14/12/2022;1,831,554,576;329,350,992;350,047,776;107,605,392;1,822,245,240;218,476,488;130,346,191;12,793,258;final
13/12/2022;1,834,512,240;323,010,144;342,228,720;100,848,528;1,819,812,288;215,472,840;126,879,465;11,127,820;final
12/12/2022;1,780,831,152;306,309,744;326,860,896;99,020,352;1,803,696,240;209,291,256;116,863,980;10,938,531;final
11/12/2022;1,670,651,232;292,330,848;311,350,248;96,553,320;1,510,297,248;173,829,120;111,879,239;8,939,581;final
10/12/2022;1,568,722,032;280,349,568;296,250,264;90,899,808;1,465,733,304;168,952,152;110,215,566;7,268,756;final
09/12/2022;1,531,765,440;267,960,792;287,412,024;87,132,024;1,632,780,504;189,946,488;110,624,771;8,904,196;final
08/12/2022;1,459,357,896;255,556,296;270,632,808;87,599,160;1,657,757,424;189,498,744;109,085,385;9,394,896;final
07/12/2022;1,407,776,280;264,101,640;261,237,600;92,964,432;1,570,768,632;188,415,456;110,778,835;7,428,702;final
06/12/2022;1,394,116,824;257,958,432;262,291,752;89,401,128;1,597,466,496;188,135,784;103,533,685;8,431,091;final
05/12/2022;1,411,456,992;259,247,424;269,155,128;86,738,208;1,589,666,328;191,785,608;110,274,088;9,170,729;final
04/12/2022;1,430,200,128;259,461,408;279,710,784;83,177,904;1,267,735,080;159,639,216;110,518,871;3,490,485;final
03/12/2022;1,429,030,272;253,235,208;275,705,160;77,614,296;1,336,885,800;159,611,400;118,121,942;5,110,045;final
02/12/2022;1,351,715,064;240,989,880;256,332,816;71,538,672;1,490,952,816;187,814,520;109,487,788;7,676,198;final
01/12/2022;1,247,337,768;228,691,320;236,892,000;66,204,120;1,621,435,632;189,156,528;113,191,485;8,961,580;final
30/11/2022;1,162,137,744;218,941,008;213,568,440;67,277,496;1,578,845,544;184,288,752;100,182,118;7,984,023;final
29/11/2022;1,144,021,344;221,149,464;201,109,104;66,264,048;1,548,964,512;177,149,016;95,325,059;8,593,335;final
28/11/2022;1,158,688,728;218,989,272;204,898,104;64,115,928;1,442,946,792;175,599,720;88,633,185;7,063,628;final
27/11/2022;1,134,037,296;209,926,584;199,587,096;61,630,416;1,035,709,200;141,602,544;74,431,482;749,371;final
26/11/2022;1,049,840,760;210,702,456;186,650,016;61,726,608;1,054,556,304;139,576,608;72,939,981;793,253;final
25/11/2022;1,061,566,440;210,138,504;183,229,680;63,354,336;1,271,365,368;160,716,144;76,648,105;793,838;final
24/11/2022;1,063,691,856;219,502,920;189,673,104;67,013,304;1,312,125,792;167,093,160;79,581,442;788,303;final
23/11/2022;1,137,625,752;233,091,360;212,069,664;71,201,976;1,261,899,576;165,178,656;81,597,766;764,465;final
22/11/2022;1,276,673,712;246,069,360;247,241,664;74,589,408;1,307,734,080;174,072,432;91,325,518;3,984,349;final
21/11/2022;1,330,185,000;247,618,104;268,664,952;72,850,560;1,370,420,328;176,796,120;93,963,184;6,351,183;final
20/11/2022;1,327,755,816;238,446,528;268,061,544;59,489,256;1,109,806,104;149,645,640;85,094,775;891,524;final
19/11/2022;1,227,193,320;220,365,600;245,654,664;54,925,944;1,128,699,696;150,017,712;84,774,810;4,946,543;final
18/11/2022;1,007,996,688;195,294,696;196,899,408;46,461,048;1,238,738,736;161,930,544;88,620,117;4,933,554;final
